logFC	AveExpr	t	P.Value	adj.P.Val	B
PHRF1	-1.13862649947961	4.48279374585878	-3.61577406683752	0.00169044616982346	0.984113259833708	-4.2940398939664
PEPD	-1.01062047815478	6.74889428436933	-2.68067190905628	0.0142501139363549	0.984113259833708	-4.29666705411849
CCL1	3.10233308154881	7.10337886016802	3.39416717907008	0.00283248077524132	0.984113259833708	-4.29669111649208
BAP1	-1.13695753026941	5.03497960833348	-2.94989652249634	0.00783037585751191	0.984113259833708	-4.29914195291763
SEC61A1	0.691197168572917	7.83549154819385	2.64061188288855	0.015555297659838	0.984113259833708	-4.30400927114283
SNRPB	-0.777490882953299	6.84115874519394	-2.63499909454441	0.0157469510617606	0.984113259833708	-4.30401767544406
SEC31A	0.991115675142757	7.36292573060137	2.62584321852683	0.0160643811894059	0.984113259833708	-4.30564313399424
TIMP1	1.46845580997523	8.99825777494369	2.66353913575502	0.0147950908528789	0.984113259833708	-4.30945377421541
SNAP23	0.618593151701776	7.91188447709144	2.61172249360436	0.016565807856067	0.984113259833708	-4.31025051420279
TOR1AIP2	0.878904059969367	5.8289769783659	2.6829384252519	0.0141794590175691	0.984113259833708	-4.31137119949333
STXBP5-AS1	3.53108196297013	3.34522055333089	4.00458853990023	0.000678399924620182	0.984113259833708	-4.31239869452663
TTC7B	-0.874113682721783	5.503677791092	-2.78141749587123	0.0114114130148211	0.984113259833708	-4.32122111462864
PER3	1.62128663360881	4.67150860960242	3.03334446218769	0.0064843048857437	0.984113259833708	-4.32249203049995
IDH3B	-0.505624663747767	5.83491555951136	-2.61102517360216	0.0165909483557182	0.984113259833708	-4.32365999495322
FGL2	3.8907934370752	3.92274091625489	3.91481504967224	0.000838013742018731	0.984113259833708	-4.32686737194943
CS	0.710778099100085	6.66757961602677	2.56531925042394	0.0183194928598125	0.984113259833708	-4.32699634634301
UBALD1	0.903641382921855	5.0088676019229	3.06961255658727	0.00597160401674367	0.984113259833708	-4.32908183807464
BLOC1S4	-0.717593419814869	4.93530003363356	-2.82206814076549	0.0104260114884547	0.984113259833708	-4.33039724611822
DUS3L	-0.941657699478279	4.7473173669119	-2.90513525521603	0.00865937614757246	0.984113259833708	-4.33236008595398
NRM	-2.00292984367472	4.76540041165849	-2.95483203225048	0.00774378423995746	0.984113259833708	-4.33248467479886
TSC22D4	-0.634872389571993	6.22047001852964	-2.51772928566725	0.0202983463051214	0.984113259833708	-4.33497850211174
UGGT2	0.785792201344644	4.69129821678156	3.03999520132747	0.00638720675324379	0.984113259833708	-4.33593772694966
OGT	1.2428474213056	6.92297680772086	2.52849189347891	0.0198340212211404	0.984113259833708	-4.33623610811044
CBLB	0.908692879359522	6.96430696467841	2.47527774645594	0.0222309120395833	0.984113259833708	-4.33678189664923
KLHDC8B	-1.33507341966396	4.48914588989293	-2.90194545417857	0.00872156520673644	0.984113259833708	-4.337120857403
AP1G1	0.683207946951488	6.49200192755846	2.50374460556586	0.0209169038018132	0.984113259833708	-4.34009072890794
CSNK2A1	0.790125173747405	5.69009078099598	2.52923138882452	0.0198024860559382	0.984113259833708	-4.34050733327325
RENBP	-0.885788174302597	6.57742887545837	-2.49912647985547	0.0211250148989366	0.984113259833708	-4.34064170439065
RPL9P7	-0.721825705968415	5.30258943788383	-2.58890621725893	0.0174073278677354	0.984113259833708	-4.34231977936958
SH3GLB1	0.523593752210727	7.30690465685718	2.4375282107369	0.0240924998077917	0.984113259833708	-4.34512262248133
OGFR	-0.561873701060184	5.77289439177001	-2.50756493414531	0.0207461967680519	0.984113259833708	-4.3458619127154
RPS6KB2	-0.547005637422399	5.38744392885852	-2.55235706906482	0.0188397240356971	0.984113259833708	-4.34834862543319
HM13	0.764495734878574	7.61404967094892	2.42802868202162	0.0245833209079924	0.984113259833708	-4.34841035488777
EIF4ENIF1	-0.975841666024485	3.89707267253686	-3.15126819735257	0.00495684763792149	0.984113259833708	-4.34856544171029
NTMT1	-0.870741977259278	4.91042530036568	-2.64056729077459	0.015556811571194	0.984113259833708	-4.3499999957058
SLC33A1	0.817312919382357	5.62649227835317	2.6267736259553	0.0160318506456427	0.984113259833708	-4.35133296226854
ARF4	0.760951442657176	7.5524635820743	2.41290833244837	0.0253837894311376	0.984113259833708	-4.35160503628095
SEC24D	0.885208994020197	7.16325547934592	2.4082380226071	0.0256358916007561	0.984113259833708	-4.35161919472726
INPP5B	-0.625459282770241	4.89940863280227	-2.65441344181431	0.0150933652349072	0.984113259833708	-4.35219589003594
NFATC2IP	-0.706469821919977	5.69339720242539	-2.48844673150903	0.0216137308859391	0.984113259833708	-4.35262373261607
ERAP1	0.779031184703771	5.94683139905685	2.47446597597154	0.0222694904248839	0.984113259833708	-4.35357734527176
TMUB1	-0.842292978262019	5.71606113766014	-2.43171820913425	0.0243915953378258	0.984113259833708	-4.35683511318473
DNAJC10	0.677050022123413	6.30453375760188	2.39451062055586	0.026390424163518	0.984113259833708	-4.3577482082517
MRPS18A	-0.60025651832523	5.68797751543738	-2.44179982447402	0.0238747823963355	0.984113259833708	-4.3583637511082
MTFR1	1.12017748978513	4.46322443472487	3.1187849168359	0.00533872851341102	0.984113259833708	-4.35867284894328
MT-CYB	0.92388140536041	7.18914166497894	2.44216902297014	0.0238560512470866	0.984113259833708	-4.35874492499715
BRI3	-0.624586856034981	7.97110121529396	-2.39408876825647	0.0264139347361007	0.984113259833708	-4.35899270148083
IL1RN	2.16762655010825	5.32420486246377	2.67513219288412	0.0144242121225838	0.984113259833708	-4.35902463761817
ENPP3	1.32143027505031	7.70826502654048	2.44059394479071	0.0239360577690313	0.984113259833708	-4.35912736321907
ZMYND8	0.592284765967128	6.45032921923524	2.43724320676663	0.0241070916219493	0.984113259833708	-4.3597446533047
DENND1B	0.484894858002571	6.29053507197999	2.41102124132067	0.0254853754297	0.984113259833708	-4.36081128385299
GOLPH3L	1.11242527047876	5.18348631716469	2.89533776900515	0.00885175626926832	0.984113259833708	-4.36136799729158
UFL1	0.859227492783504	5.59142612425397	2.6419335234321	0.0155104908623267	0.984113259833708	-4.36388208804255
RRP8	-0.519682468286775	5.24101507788801	-2.47238714400108	0.0223685696345996	0.984113259833708	-4.36494559772493
SND1	0.780217913388758	6.39007472511025	2.34492906641596	0.0292906066414998	0.984113259833708	-4.3671637577927
UBE4A	0.786526821705179	5.50694540031987	2.58426514109789	0.017583360232752	0.984113259833708	-4.36753754543118
IDE	1.24987606169014	4.39034438209946	3.32571199022928	0.00331885289243332	0.984113259833708	-4.36826367409334
NPLOC4	-0.472352997190396	6.01431997615828	-2.36048431459646	0.0283504254326529	0.984113259833708	-4.36868100656963
STRN4	-0.646424371106657	5.10302052427185	-2.49696495319548	0.0212230861910307	0.984113259833708	-4.36933329866195
HIRA	-0.727052203396182	5.77516697321882	-2.4156530538464	0.0252367071719738	0.984113259833708	-4.36985159885941
THOP1	-1.01959639250821	3.9080572947926	-3.14565953419952	0.00502083505949407	0.984113259833708	-4.37185071839269
ROMO1	-0.799792434563209	7.27106771307703	-2.31289301162141	0.0313183310071813	0.984113259833708	-4.37325313806007
FASLG	3.31495886358207	3.46772076950841	3.48668220666343	0.00228462747099363	0.984113259833708	-4.37372398618275
NUCB2	1.09853932708683	6.72322928861526	2.30425548070407	0.0318867835877313	0.984113259833708	-4.37381297245903
TAL1	-0.857893014420608	6.74000938160671	-2.29047526236918	0.0328133886564851	0.984113259833708	-4.37490564423408
PLAGL1	-1.27264024756659	4.90196752073414	-2.49950751592977	0.0211077708229568	0.984113259833708	-4.3749101885526
CCDC90B	0.59463232974365	6.10417222488073	2.32365539304382	0.0306231109245104	0.984113259833708	-4.37508679049989
CTDNEP1	0.699706966343766	6.61536970517224	2.39082554254404	0.0265964579069632	0.984113259833708	-4.37629586753569
HSPA13	1.3243758181035	5.13692071325967	2.70170348399424	0.0136071124588604	0.984113259833708	-4.37701248506542
DDX50	-0.674837667377389	5.78804541268648	-2.33233284529916	0.0300729695951189	0.984113259833708	-4.37759354275562
NEK7	-0.583673877268139	6.77676999727928	-2.27408962471448	0.0339473943026064	0.984113259833708	-4.3779562714221
YKT6	0.704241651276838	6.45471508154215	2.26977727701878	0.0342517672904771	0.984113259833708	-4.37892510986088
