logFC	AveExpr	t	P.Value	adj.P.Val	B
NRAV	-1.01160017956028	2.13569425501412	-2.56689708107147	0.0179381123022219	0.858210544287728	-3.22247841951913
OAZ1	-0.560093997272692	3.82894806156511	-2.76988527667005	0.0114524828334861	0.728247436886299	-3.22729515034996
RPL23AP82	-0.590526164830433	3.33772693759528	-2.72843321828043	0.012562614962484	0.742450544282805	-3.22872036558118
CYP4V2	0.777173276051561	4.30858759974896	2.65824783019752	0.0146782397999101	0.792861694998369	-3.23682862018157
SECISBP2	0.56408160585519	5.83398729328723	2.75449128252699	0.0118534070570927	0.736665903520729	-3.24047094595446
KLHDC10	0.807505524316364	3.64692168530938	2.55006131049059	0.0186087055991692	0.869589140255129	-3.25356056680214
LURAP1L	2.3970761600941	1.97197455045541	2.47159385485306	0.02205547961664	0.889065503380081	-3.26876741499416
BIRC6	0.601230433167401	6.56419256459168	2.77442563978325	0.0113367165704505	0.728247436886299	-3.27164368912842
CD37	-0.644473248677553	8.80986968628048	-2.77154763865666	0.0114099675233302	0.728247436886299	-3.27812692046178
RAB11A	-0.521866398777428	7.46049948614187	-2.77094319788869	0.0114254088490806	0.728247436886299	-3.28758726942376
MRPS31P5	1.01685102189361	2.6059472302233	2.49355722317959	0.0210349879624514	0.889065503380081	-3.28946594588827
NUDT1	-0.512540009830533	5.06947569576691	-2.7535571429433	0.0118781602837024	0.736665903520729	-3.29980259529728
RPS14P8	-0.848916660587844	5.98823156740991	-2.76260029969067	0.0116405805167899	0.735317222367834	-3.30233579800848
MLLT3	2.2383090100131	2.4776112203863	2.47281465822862	0.0219975664664892	0.889065503380081	-3.30274058629019
ORC2	0.778437879054962	4.44944143927787	2.62564045110633	0.0157718238958556	0.805843551291211	-3.3038928746762
SIPA1L1	0.987280913531592	6.45038045267819	2.74549559949083	0.0120938280820711	0.737786659433764	-3.30501065271165
TECPR2	0.756089332167371	3.69857899949623	2.5731041353353	0.0176966489756527	0.850709245255418	-3.31468892464316
SEMA4F	1.17498055901633	2.32409043498227	2.46133754215537	0.0225476655743629	0.8907323629174	-3.32850033846134
ALDH1A1	-1.10341347030999	8.23260421962378	-2.74666966878005	0.0120621888875671	0.737786659433764	-3.33242369307391
S100A10	-0.763352771362772	8.72407461480673	-2.73930278808033	0.0122620219505969	0.737786659433764	-3.33654380757042
PRDX6	-0.532306664918564	9.17951807487372	-2.73592415980777	0.0123547175621871	0.737786659433764	-3.34240590760884
CRYL1	-0.460488397306417	5.26039591516631	-2.71495705976301	0.0129450003620331	0.747462176076707	-3.3472889827922
SYNGR2	-0.617907871995005	7.55574252899697	-2.73723386705799	0.0123187059515069	0.737786659433764	-3.35260426417057
SLC20A2	0.554144304040327	4.63713496017811	2.63571844619229	0.015425883285162	0.805843551291211	-3.35566844103477
CRISPLD2	-1.84616794792554	2.02748671610632	-2.47018141406075	0.0221226610774381	0.889065503380081	-3.36432813154883
LGALS8	-0.53736332194113	6.9711432343971	-2.72504194632598	0.0126578208051257	0.743702489059051	-3.36732271244284
DNMT3A	0.704117951321912	5.30317316634323	2.69325848455504	0.013583962225186	0.758211491535796	-3.3722225106259
RPL29	-0.580084806881081	9.60426644899762	-2.694941549296	0.0135333515674616	0.758211491535796	-3.38720036125151
GAPVD1	0.466933007186966	5.39983377513963	2.6692128234401	0.0143268675802159	0.786568516822017	-3.39677817640997
NGLY1	0.477850850499353	5.09588314382756	2.64665889821671	0.0150584431846764	0.805843551291211	-3.42162128803402
TCEAL1	-0.563504001582764	4.2432922989775	-2.62668858001398	0.0157355076618659	0.805843551291211	-3.43038811483739
ATP10A	1.37472987671464	2.54868209118864	2.4975801543834	0.020852911953054	0.889065503380081	-3.43455823713856
YWHAH	-0.668878830285167	6.06529227930452	-2.6932794287835	0.0135833313217552	0.758211491535796	-3.43674042402676
GNL3L	0.629491985631242	5.38533125037786	2.60930662793108	0.0163480713809684	0.813114223587078	-3.43877602810388
REEP3	1.01259596845538	2.58080872253386	2.47454299467698	0.0219158190416819	0.889065503380081	-3.44773746526813
HOXB6	-0.977606867416772	3.89973842742067	-2.57494568132838	0.0176255993096989	0.850709245255418	-3.45434619963641
PDE8A	1.02435056984094	3.92642173780666	2.52939189569499	0.0194641371442402	0.88176513643429	-3.46532624302004
EEF1A1P6	-0.819621487138168	4.76882936376936	-2.67611936198623	0.0141096441342884	0.778898871523052	-3.47702595677552
